key,fitting_error,conformational_error
21626,0.6762444655,23.36214631
21602,0.7016183198,22.67320237
21799,0.6821640224,22.78885139
21683,0.6999594311,22.70038219
2529,0.686511893,12.81215761
2426,0.6834456303,12.89791198
21415,0.6966058787,22.8894558
21271,0.6569635789,23.25869288
21490,0.681854634,22.79852734
21376,0.702870782,22.70263196
21308,0.6778435954,23.34613874
21652,0.6972298828,22.59581179
2715,0.6843472957,12.88487498
21437,0.7003408879,22.68898453
21252,0.6823542294,22.88395046
21364,0.6873277712,23.07382466
21478,0.6830237809,22.82663125
2537,0.6874869351,12.8805965
21569,0.6703143874,22.85800642
21290,0.6706220458,22.84827053
21549,0.6855749754,22.59433723
21525,0.6770010053,23.27295729
21219,0.6592019084,23.16574564
21314,0.6756618593,23.22065519
21791,0.6838417616,22.82856704
21439,0.6956213586,22.957392
21299,0.6987849039,22.8999252
21650,0.6799917786,22.69168969
2425,0.6757037872,12.74085004
21255,0.6853617506,22.80574335
21235,0.7040212342,22.63609793
21326,0.6677098068,22.96610236
21673,0.6775913641,22.92113229
21482,0.6926275873,22.9878064
21435,0.6982401861,22.82212338
2717,0.680969304,12.81968783
21337,0.6737317838,23.17302746
21600,0.6665718143,23.1792417
21795,0.6812256407,23.25233753
21313,0.663865383,22.99766128
21227,0.6646984071,23.4332389
21292,0.6772650881,23.13253988
21605,0.6601273898,23.2331934
21498,0.6818638249,22.83974235
21333,0.6720530977,23.31851101
21472,0.6622226812,23.24060494
21385,0.659097119,23.23691626
21332,0.7009244007,22.59400553
21265,0.6669267886,22.8960791
21244,0.6871997208,22.81480313
21321,0.6645374468,22.94862825
21343,0.6810248346,22.67798551
21331,0.6560979804,23.44421991
21254,0.6656290236,23.24594179
21425,0.6852485757,22.73308999
21261,0.6547803796,23.28592553
21351,0.6846362251,22.83414545
21587,0.6860049846,23.06255475
21655,0.6573335975,23.22923486
21206,0.6743559574,23.39027066
21373,0.6763834128,23.27991627
21462,0.6773333383,22.86312772
21144,0.6903031196,17.81125627
21412,0.6639756436,22.93605304
21617,0.7009448937,22.73393994
21663,0.7017846374,22.64930069
21444,0.6624743683,22.97377831
21670,0.6802333049,23.33687408
21509,0.6809810329,22.84803805
21362,0.6681964998,22.96721481
21386,0.6825565913,22.8716205
21507,0.6783498752,23.1560873
21694,0.6765760385,23.17454624
21450,0.6578381302,23.28229049
21405,0.6611614989,22.98550101
21703,0.6620937642,23.23252051
21361,0.660591277,22.95107092
2513,0.67948646,13.97589131
21649,0.6913279518,22.69631587
21557,0.6696978185,22.95494056
21696,0.6545272855,23.40236711
21631,0.699130472,22.84099044
21449,0.6672177349,22.93273729
21453,0.6979481682,22.63885939
21288,0.6865761268,23.07673392
21493,0.683680597,22.8521051
21368,0.6602803321,22.96853971
21615,0.6636506171,23.23888075
21319,0.661159921,22.9103202
21554,0.6850110377,22.7662832
21505,0.6672735589,22.95790131
21400,0.6904465785,23.07007953
21543,0.665068525,23.26675021
21284,0.7029887473,22.58022904
21273,0.6679016985,22.81130065
21778,0.6937572017,22.97901636
21500,0.6630547128,23.20558736
21248,0.69806172,22.7646717
21669,0.6889877817,22.81772644
21782,0.6806462727,22.70094075
21466,0.6907268107,23.00042745
21763,0.6650087984,23.01602652
21461,0.6651499696,22.94444649
21789,0.6654897354,23.09984776
21744,0.6762322601,23.37268447
21447,0.6654780019,23.01406673
21275,0.6921047455,23.0114584
21457,0.6891406534,23.02677062
21780,0.6814727385,23.17339658
21700,0.6608017458,23.22752273
21354,0.6830397148,23.04953661
21295,0.6764827655,23.21965399
21759,0.6623849984,23.20830878
21725,0.6654819115,23.05821421
21430,0.683698768,22.82654568
21476,0.6559035124,23.26966716
21247,0.6888100462,22.55674883
21603,0.6606516852,22.98605891
21792,0.6773466654,23.2710871
2681,0.6790918061,12.92596326
21426,0.666868533,22.9339519
21521,0.6834950623,22.63912089
21228,0.6536895446,23.41169615
21245,0.6637707637,23.26122638
2530,0.6808617806,12.86485359
21553,0.6910958898,23.24333826
21770,0.6813712195,23.12941737
21599,0.6587354742,23.29896639
21277,0.6683353217,22.98905916
2441,0.6755125542,12.90690366
21527,0.704428538,22.60209917
21665,0.6978388382,22.85786552
21524,0.6917066523,23.02412478
21280,0.7013861049,22.67513432
2714,0.6865676614,12.86216669
21787,0.7007774759,22.67236704
21286,0.6766806658,23.14646384
21601,0.6783001358,23.14140489
21413,0.6818069527,22.88016603
2716,0.6882989512,12.87969611
21582,0.7021166245,22.65069576
2452,0.6897692713,13.78508565
21238,0.6877606907,23.06139606
21392,0.659698692,23.35007048
21563,0.6803416703,22.75805695
21558,0.6934875625,22.98341933
21218,0.6844754145,23.14070524
21428,0.6583091349,23.23360484
21327,0.6989446843,22.75256919
2536,0.6768514892,12.94205713
21416,0.6864731601,22.73422275
2440,0.683024452,12.91965985
21360,0.6885564856,23.03160046
21485,0.7002352995,22.66655862
